Seleccion,Unos ,aleatorio,aleatorio1
0.7444973718,0.02205736682,0.561382996,0.9463942501
0.1619444833,0.05363665829,0.5857530999,0.2149158223
0.5510955344,0.04158947589,0.3519363369,0.987741404
0.1155447508,0.9650316495,0.4852002801,0.1132452725
0.8782945282,0.6451536241,0.1843339307,0.543368352
0.1665176489,0.6817928067,0.04082722808,0.2124802211
0.6360138389,0.7130137711,0.8759555446,0.3544242281
0.1012952464,0.7202733439,0.3450934075,0.3860035345
0.3669501869,0.1409882025,0.03268036258,0.42228439
0.6897562247,0.8053331167,0.4330197671,0.718966578
0.6012279117,0.9705191944,0.4663880125,0.5172792721
0.8119703919,0.8401386365,0.2566597222,0.9383524727
0.9083606929,0.270261716,0.7490887415,0.4127421355
0.7677205921,0.3957655845,0.1169056428,0.7442339662
0.7407582866,0.09979269306,0.6086179931,0.1048451382
0.5743187547,0.08738719847,0.705366636,0.06762597135
0.227274315,0.2955291191,0.2837566503,0.9114433157
0.9015177634,0.4437099944,0.07426324662,0.8706408779
0.05680530688,0.4799908499,0.3709663707,0.01067826426
0.9894441231,0.5337863165,0.02428025808,0.1529805983
0.2582749366,0.243277524,0.6988820187,0.207134407
0.1651482301,0.4718439993,0.8308784206,0.3118553937
0.4883125949,0.6952624326,0.233726085,0.04946403277
0.3994259549,0.0267542931,0.7968854822,0.04064179417
0.1650423639,0.6612695091,0.07814892182,0.7365505159
0.4313648878,0.06881808627,0.07958619632,0.4919100486
0.5662769623,0.7262630542,0.006476646587,0.5424320391
0.6306876175,0.8947658222,0.4068160362,0.4357009499
0.3950913001,0.8855852416,0.2287291431,0.8658240145
0.580704614,0.1170183039,0.3632828906,0.7322158611
0.9584695163,0.2419080375,0.4044024041,0.6917717504
0.85500335,0.9018612951,0.1691644138,0.8092346345
0.7901504558,0.3319843597,0.8228366283,0.5752093557
0.0794057942,0.3231621062,0.4970800619,0.007840709953
0.5877352997,0.2929748718,0.6516509512,0.1329862514
0.2865106381,0.4931021487,0.6559548424,0.9821352149
0.2889969735,0.3572517777,0.3704166753,0.6138146602
0.9632404071,0.4598258644,0.7430530755,0.8416644664
0.2528540725,0.1972231933,0.6724669777,0.06508291463
0.896774432,0.2990775931,0.8273961941,0.1388960467
0.461897539,0.5596699759,0.5126466707,0.008873815888
0.9682641661,0.9914158463,0.8019020091,0.1634447052
0.1542358071,0.7819224724,0.9360974295,0.8376881387
0.5545751967,0.3728214342,0.0005080994934,0.3570342312
0.9601173155,0.4750341611,0.8344268946,0.405340315
0.4550546095,0.9055155528,0.928308906,0.4064192773
0.6529369873,0.4286343987,0.7947007526,0.5810135759
0.183840995,0.8657894107,0.224823832,0.2388168859
0.8793913896,0.6215072855,0.2524188648,0.8032660874
0.3944692512,0.02251424358,0.427010101,0.4317205889
0.7951669828,0.03299874529,0.07319221812,0.7315938122
0.8260269385,0.7198690611,0.4706650208,0.8636392849
0.4925218003,0.1202084657,0.6259525643,0.5611247892
0.2600955821,0.9134585872,0.3337775284,0.8296463464
0.3908512506,0.7896138895,0.602608327,0.9616427483
0.9524338503,0.5797621885,0.3583261869,0.8946399065
0.07722106457,0.3958333145,0.7990644697,0.1552322744
0.781248188,0.2965233458,0.6555577522,0.7354794725
0.2536109797,0.3277443102,0.7490814514,0.2275501498
0.983434457,0.223607513,0.8512941783,0.104376098
0.2064945781,0.7557187416,0.5556796288,0.03701492904
0.2098888742,0.4200636408,0.05061690796,0.6928370763
0.2159584508,0.8436451161,0.2477826465,0.7622180586
0.6850963136,0.363137873,0.8713902613,0.5530829969
0.1590326978,0.5180671043,0.994027528,0.1941367546
0.3824511312,0.9187648359,0.9564500191,0.6202264897
0.6138842083,0.9700520129,0.2233485321,0.6278444045
0.1890492937,0.6103864349,0.4237391995,0.3154313596
0.7502735663,0.9102596582,0.1568825571,0.7845692224
0.4077185343,0.9191958365,0.8556578955,0.7103965941
